clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
arquitectura del framework,arquitectura del Framework,arquitectura del Framework,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,arquitectura del Framework,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
artefacto generabl,Artefactos Generables,Artefactos Generables,1,1,ARQ,1,ARQ-010,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Artefactos Generables,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
aspiracion,Aspiración,Aspiración,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Aspiración,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
beneficiario,Beneficiarios,Beneficiarios,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Beneficiarios,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cada paquete,Cada paquete,Cada paquete,1,1,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Cada paquete,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
carta del proyecto,Carta del Proyecto,Carta del Proyecto,1,2,FND,1,FND-000,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Carta del Proyecto,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
categoria de modul,Categorías de Modules,Categorías de Modules,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Categorías de Modules,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-001,CFG-001,CFG-001,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-001,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-002,CFG-002,CFG-002,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-002,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-003,CFG-003,CFG-003,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-003,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-004,CFG-004,CFG-004,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-004,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-005,CFG-005,CFG-005,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-005,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
cfg-006,CFG-006,CFG-006,1,1,ARQ,1,ARQ-013,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CFG-006,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ciclo de vida,Ciclo de Vida,Ciclo de Vida; Ciclo de vida,2,3,ARQ;ENG,3,ARQ-004;ARQ-012;ENG-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-012,ENG-002,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Ciclo de Vida,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
como,cómo,cómo,1,1,ARQ,1,ARQ-011,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,cómo,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
como resolverlo,cómo resolverlo,cómo resolverlo,1,1,ARQ,1,ARQ-012,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,cómo resolverlo,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
compatibilidad,Compatibilidad,Compatibilidad,1,2,ARQ;ENG,2,ARQ-011;ENG-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,ENG-000,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Compatibilidad,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
component,Componentes,Component; Componentes,2,2,ARQ;ENG,2,ARQ-010;ENG-016,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,ENG-016,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Componentes,Component,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
compromiso,Compromisos,Compromiso; Compromisos,2,3,FND,3,FND-000;FND-001;FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000;FND-001;FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Compromisos,Compromiso,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
comunicacion entre modul,Comunicación entre Modules,Comunicación entre Modules,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Comunicación entre Modules,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
comunidad,Comunidad,Comunidad,1,2,FND,2,FND-001;FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001;FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Comunidad,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
configuration,Configuration,/Configuration; Configuration,2,28,ARQ;ENG,21,ARQ-013;ENG-002;ENG-003;ENG-006;ENG-010;ENG-011;ENG-029;ENG-032;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-051;ENG-053;ENG-056,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,6,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,ENG-002;ENG-003;ENG-006;ENG-010;ENG-011;ENG-029;ENG-032;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-051;ENG-053;ENG-056,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Configuration,/Configuration,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
conocimiento,Conocimiento,Conocimiento,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Conocimiento,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
constituye el documento fundacional del framework y,Constituye el documento fundacional del Framework y,Constituye el documento fundacional del Framework y,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Constituye el documento fundacional del Framework y,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
constructor injection,Constructor Injection,Constructor Injection,1,3,ARQ;ENG,2,ARQ-012;ENG-018,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,ENG-018,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Constructor Injection,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
contaminacion del core,Contaminación del Core,Contaminación del Core,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Contaminación del Core,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
contenido minimo,Contenido Mínimo,Contenido Mínimo,1,1,ARQ,1,ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Contenido Mínimo,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
contract,Contracts,/Contracts; Contract; Contracts; Contracts/,4,12,ARQ;ENG,7,ARQ-011;ENG-001;ENG-006;ENG-018;ENG-021;ENG-040;ENG-041,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,ENG-001;ENG-006;ENG-018;ENG-021;ENG-040;ENG-041,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Contracts,/Contracts; Contract; Contracts/,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
criterio de cumplimiento,Criterios de cumplimiento,Criterios de cumplimiento,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Criterios de cumplimiento,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
criterio de evaluacion,Criterios de Evaluación,Criterios de Evaluación; Criterios de evaluación,2,3,ARQ,3,ARQ-004;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-013;ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Criterios de Evaluación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
criterio de exito,Criterios de éxito,Criterios de éxito,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Criterios de éxito,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-001,CT-001,CT-001,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-001,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-002,CT-002,CT-002,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-002,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-003,CT-003,CT-003,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-003,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-004,CT-004,CT-004,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-004,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-005,CT-005,CT-005,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-005,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-006,CT-006,CT-006,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-006,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
ct-007,CT-007,CT-007,1,1,ARQ,1,ARQ-011,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,CT-007,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dato y persistencia,Datos y persistencia,Datos y persistencia,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Datos y persistencia,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
declaracion,Declaración,Declaración,1,107,ARQ;ENG;FND,107,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100;FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Declaración,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
declaracion de mision,Declaración de Misión,Declaración de Misión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Declaración de Misión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
declaracion de vision,Declaración de Visión,Declaración de Visión,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Declaración de Visión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
definicion de module,Definición de Module,Definición de Module,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Definición de Module,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependencia circular,Dependencias circulares,Dependencias Circulares; Dependencias circulares; dependencia circular,3,4,ARQ;ENG,4,ARQ-004;ENG-001;ENG-002;ENG-004,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-001;ENG-002;ENG-004,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependencias circulares,dependencia circular,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependencia entre modul,Dependencias entre Modules,Dependencias entre Modules,1,2,ARQ;ENG,2,ARQ-004;ENG-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-002,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependencias entre Modules,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependencia permitida,Dependencias permitidas,Dependencias permitidas,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependencias permitidas,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependencia prohibida,Dependencias prohibidas,Dependencias prohibidas,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependencias prohibidas,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependency injection,Dependency Injection,Dependency Injection,1,12,ARQ;ENG,7,ARQ-012;ENG-018;ENG-025;ENG-038;ENG-039;ENG-040;ENG-041,DEFINICION_EXPLICITA;ENCABEZADO,4,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,ENG-018;ENG-025;ENG-038;ENG-039;ENG-040;ENG-041,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependency Injection,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
dependency injection di,Dependency Injection (DI),Dependency Injection (DI),1,2,ARQ;ENG,2,ARQ-012;ENG-018,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,ENG-018,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Dependency Injection (DI),,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
di-001,DI-001,DI-001,1,1,ARQ,1,ARQ-012,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,DI-001,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
di-002,DI-002,DI-002,1,1,ARQ,1,ARQ-012,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,DI-002,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
di-003,DI-003,DI-003,1,1,ARQ,1,ARQ-012,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,DI-003,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
di-004,DI-004,DI-004,1,1,ARQ,1,ARQ-012,TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,DI-004,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
