mef_v3_id,termino_canonico,tipo,severidad,detalle,bloqueante,accion
MEF-V3-DIC-0134,Plantillas,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0135,Políticas de Configuración,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0136,Pruebas,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0137,Puntos de extensión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0139,qué necesitan,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0140,Reglas de Diseño,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0141,Relación con otros componentes,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0142,Resolución,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0143,Riesgos Arquitectónicos,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0144,Sales,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0145,Seguridad,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0146,Su responsabilidad,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0147,Sustitución,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0148,Template Engine,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0149,Tipología Oficial,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0150,Tipos de Configuración,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0151,Un Contract,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0152,Un Module,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0153,Validación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0154,Variables,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0155,Versionado,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0156,Alcance del producto,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0158,Aspiración,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0159,Beneficiarios,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0160,Carta del Proyecto,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0162,Comunidad,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0164,Constituye el documento fundacional del Framework y,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0165,Criterios de cumplimiento,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0166,Criterios de éxito,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0168,Declaración de Misión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0169,Declaración de Visión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0171,Ecosistema documental,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0172,FND-000,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0173,FND-001,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0174,FND-002,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0176,Herramientas,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0177,Horizonte,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0178,Impacto esperado,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0179,Indicadores de éxito,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0181,La Carta del Proyecto,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0182,La misión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0183,La misión de MEF,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0184,La visión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0185,La visión de MEF,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0188,MEF no,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0189,Misión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0190,misión de MEF,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0191,Motivación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0192,Nuestra misión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0194,Objetivos estratégicos,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0195,Principios de actuación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0196,Principios de evolución,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0197,Principios fundamentales,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0198,Relación con la Visión,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0201,visión de MEF,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0202,¿Qué es MEF?,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0203,Áreas de actuación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
