tipo_no_conformidad,severidad,mef_v3_id,termino_canonico,forma_observada,capa,fuente_id,archivo,linea,contexto,accion_recomendada,requiere_modificacion_fuente
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-052,ENG-052-WORKFLOW_ENGINEERING.md,3599,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,252,# 6. State ≠ Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,254,Configuration define valores de entrada para construir comportamiento.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,259,Configuration:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,354,configuration snapshot,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,2114,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,2301,# 229. Configuration Integration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,2303,"ENG-049 deberá gobernar State Store Configuration, no el State dinámico.","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,3049,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,3174,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,284,# 8. Resource ≠ Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,286,Configuration podrá establecer:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,2163,ENG-027 deberá construir Resource Management después de Configuration y antes de componentes que dependan de Pools críticos.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,2170,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,2212,critical quota configuration invalid,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,2422,# 235. Configuration Integration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,3372,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,596,configuration binding,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,624,configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,707,required configuration valid,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1565,Podrá adquirir Resources solo después de Configuration y Validation.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1601,Load Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1721,# 159. Configuration Integration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1736,# 160. Configuration Reload,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2444,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2777,"| EI-1052 | Un componente solo deberá declararse Ready cuando sus Dependencies, Configuration, State Recovery, Security y Resources obligatorios satisfagan las Preconditions requeridas por su Contract; Running nunca deberá implicar Ready automáticamente. |","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3257,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3375,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,252,# 6. Context ≠ Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,254,Configuration define comportamiento del sistema.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,261,Configuration:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,2057,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,2478,"| EI-1067 | Context deberá representar únicamente información transversal de ejecución y no deberá convertirse en Service Locator, Configuration Store, Domain State, Resource Owner o Arbitrary Mutable Bag. |","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,3149,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,277,# 8. Metadata ≠ Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,279,Configuration determina comportamiento configurable.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,289,Configuration:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,326,configuration dump,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,602,CONFIGURATION,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,1443,# 128. Metadata and Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,1445,ENG-049 podrá utilizar Metadata para describir Configuration Keys.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,2106,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,2549,"| EI-1087 | Metadata deberá permanecer diferenciado de Data, State, Context, Configuration, Policy, Registry y Secrets y no deberá utilizarse como Property Bag arbitrario, Service Locator o almacenamiento operacional. |","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,2566,"| EI-1104 | Modules, Contracts, Applications, APIs, Messaging, Workflow, Configuration, Features, Policies, Resources, Lifecycle y Context deberán utilizar un modelo canónico de Metadata y no implementar sistemas paralelos incompatibles de Tags, Labels, Descriptors o Capabilities. |","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,2765,Configuration Metadata podrá describir Configuration Keys.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,2767,Configuration Values no deberán almacenarse como Metadata por Default.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,3121,- ENG-011 — Configuration Files,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,3139,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,1635,└── configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,1712,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,1838,# 176. Discovery and Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,2207,"Runtime, Configuration, Features y","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,2496,-   ENG-049 --- Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,236,which configuration source wins?,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,996,configuration version,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,1761,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,1851,# 178. Resolution and Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,2261,"Container, Configuration, Feature,","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,2494,Plugin Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,2773,-   ENG-049 --- Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,240,├── configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,427,├── configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,577,configuration schema,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,733,configuration valid,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,849,# 66. Plugin Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,855,# 67. Configuration Schema,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,861,# 68. Configuration Namespace,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,873,# 69. Configuration Secrets,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,2202,├── configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,2228,Core Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,2634,Configuration Isolation,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,3157,├── permitted configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,3284,-   ENG-049 --- Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,1358,No deberá requerir recompilar Adapters cuando Configuration soporte Rotation.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,2073,Configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,2114,security configuration invalid,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,2944,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,278,CONFIGURATION,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,1677,# 170. Configuration Schema,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,2481,"| EI-1199 | API, Message, Event, Configuration, Storage, Plugin e Interoperability Schemas deberán respetar las Policies del subsistema propietario además de ENG-062. |","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,2647,Configuration podrá definirse mediante Schema para:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,3007,- ENG-049 — Configuration Management Engineering,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-063,ENG-063-DATA_TRANSFORMATION_ENGINEERING.md,1264,configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-063,ENG-063-DATA_TRANSFORMATION_ENGINEERING.md,1468,No deberá permitirse mediante Mapping Configuration.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-064,ENG-064-DATA_PIPELINE_ENGINEERING.md,2488,unsafe delivery configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-064,ENG-064-DATA_PIPELINE_ENGINEERING.md,2999,Configuration Migration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,78,- configuration-migration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,133,Configuration Migration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,267,configuration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,403,CONFIGURATION,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,655,# 46. Configuration Migration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,657,Transforma Configuration existente.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,670,# 47. Configuration Secrets,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,998,configuration switch,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0071,Configuration,/Configuration,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,1573,# 166. Configuration Integration,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
